gp,min,fg,3p_made,3p,ftm,ft,oreb,dreb,ast,stl,blk,tov,target_5yrs,pts_per_min
72,16.9,48.5,0.5,47.3,1.0,71.1,0.6,1.4,1.1,0.4,0.3,1.0,1,0.3195264381500367
52,16.7,55.8,0.0,0.0,0.6,71.4,1.7,2.2,0.8,0.3,0.7,0.6,1,0.37724528308665684
65,16.4,54.9,0.0,0.0,1.0,67.3,1.5,2.4,0.5,0.5,0.7,0.6,1,0.32317053465211304
60,14.5,43.3,0.0,0.0,0.5,56.0,1.0,2.0,0.3,0.4,1.2,0.6,1,0.29655151961964166
49,13.1,38.3,0.3,24.2,0.4,73.1,0.8,2.1,0.6,0.3,0.3,0.3,0,0.29770969640481193
66,11.1,40.6,0.3,36.0,0.4,70.6,0.3,1.0,0.4,0.3,0.1,0.2,1,0.2522520249981757
42,10.4,42.4,0.1,37.5,0.8,58.9,0.7,0.7,1.6,0.3,0.2,0.6,0,0.36538426405359226
43,10.3,37.4,0.1,30.0,0.3,57.1,0.2,0.9,1.8,0.4,0.1,0.8,1,0.22330075407693775
42,10.0,35.7,0.4,28.3,0.8,78.6,0.5,1.1,0.7,0.3,0.2,0.5,0,0.37999962000038
49,9.4,66.1,0.0,0.0,0.5,70.3,0.7,1.2,0.5,0.3,0.3,0.4,1,0.3829783159805149
18,7.9,53.3,0.0,0.0,0.1,50.0,0.7,1.2,0.2,0.3,0.4,0.4,1,0.12658211825048324
38,7.3,45.5,0.1,41.7,0.3,59.1,0.3,0.7,1.2,0.1,0.0,1.0,0,0.3972597297811921
22,7.2,35.6,0.0,10.0,0.4,53.3,0.3,0.7,1.1,0.2,0.1,0.8,0,0.3194440007722211
41,5.2,48.5,0.0,0.0,0.4,73.9,0.5,0.6,0.2,0.1,0.2,0.5,0,0.3846146449718366
72,37.2,45.8,0.5,25.5,4.8,74.8,0.9,4.4,5.8,1.5,0.4,3.0,1,0.5403224353971947
80,36.2,46.2,2.1,43.7,2.2,88.5,0.6,3.9,5.9,1.9,0.2,3.0,1,0.4834252808217456
82,32.6,37.1,1.8,37.4,2.7,81.7,0.6,2.8,5.7,1.3,0.2,2.4,1,0.47545997685276775
22,10.6,27.7,0.5,26.2,0.3,87.5,0.0,1.6,0.5,0.3,0.1,0.4,0,0.2358488341048735
81,28.9,41.7,1.0,35.8,2.8,82.6,0.3,2.1,4.4,1.0,0.0,2.9,0,0.4671278660457211
76,27.8,47.7,0.6,40.0,1.9,85.1,0.5,2.0,5.7,1.0,0.1,2.7,1,0.4460430050205018
82,26.9,49.4,0.0,0.0,1.4,64.6,2.8,4.7,0.9,0.6,1.3,1.4,1,0.3345723663299754
73,25.6,45.1,1.6,37.4,2.0,81.4,1.0,1.9,1.6,0.8,0.1,1.0,1,0.566406028747645
82,24.7,48.3,0.8,38.2,2.0,82.9,0.6,1.7,1.5,0.8,0.2,1.1,1,0.38056664754386743
73,24.2,44.2,0.8,39.0,0.9,75.6,0.8,1.8,3.8,1.1,0.3,2.1,1,0.33057837579405963
76,22.9,40.3,1.2,37.5,2.6,80.8,0.6,2.6,1.8,1.1,0.3,1.4,1,0.43231422169684647
78,22.6,40.1,0.4,31.0,1.3,71.5,0.6,3.9,2.9,0.6,0.1,1.6,0,0.3716812514684728
20,10.0,39.3,0.4,29.2,0.6,85.7,0.2,1.8,0.7,0.3,0.3,0.7,0,0.33999966000034
77,21.6,49.8,0.1,25.0,1.9,76.3,0.9,2.0,0.7,0.6,0.2,0.8,1,0.3981479638203871
65,20.3,51.5,0.5,41.0,1.6,75.7,0.6,1.3,3.1,0.7,0.0,1.3,1,0.40886679366167805
74,20.1,44.1,1.2,36.9,0.9,77.0,0.5,2.5,1.2,0.5,0.1,0.7,1,0.44278584936027393
56,19.4,45.8,1.2,38.9,1.0,80.9,0.7,1.2,2.0,0.8,0.1,1.0,1,0.4432987405676595
82,18.2,55.6,0.0,0.0,1.1,54.7,2.4,4.0,0.8,0.6,0.5,1.4,1,0.42857119309275105
76,18.2,42.4,0.8,39.5,0.8,87.1,0.4,1.7,1.0,0.3,0.1,1.0,1,0.36263716338617397
80,16.5,45.1,0.1,19.6,1.7,77.7,1.0,1.6,0.7,0.4,0.3,1.2,0,0.44848457667601416
81,15.7,41.8,0.3,31.0,0.6,72.2,0.3,1.3,3.3,0.5,0.1,1.1,1,0.29936286664785566
56,15.4,41.0,1.1,34.5,1.1,80.0,0.2,1.4,1.9,0.6,0.1,1.1,1,0.47402566621709985
82,32.0,54.2,0.4,34.1,2.7,81.1,2.8,7.7,2.0,0.7,1.7,2.2,0,0.5718748212891183
47,13.3,49.3,0.0,0.0,1.0,67.6,1.6,2.1,0.4,0.3,0.5,0.6,1,0.39097714964124086
69,13.3,46.4,0.4,30.5,0.7,82.1,0.5,2.0,0.5,0.4,0.4,0.7,1,0.3834583583019862
60,13.1,50.2,0.0,0.0,0.9,75.4,0.9,1.9,0.6,0.2,0.6,0.5,0,0.34351118815939835
52,12.6,53.4,0.0,0.0,0.7,59.7,2.0,2.1,0.4,0.3,0.1,0.4,0,0.22222204585551916
27,12.4,43.6,0.5,35.1,1.3,70.0,0.2,0.9,0.8,0.5,0.2,1.0,1,0.40322548126977314
60,12.0,38.8,0.7,31.8,0.5,79.5,0.1,1.5,0.7,0.3,0.1,0.4,1,0.3916663402780498
63,11.2,49.5,0.0,0.0,0.5,64.6,0.9,1.7,0.2,0.4,0.3,0.2,1,0.3482139748089511
71,11.2,39.6,0.0,0.0,0.5,62.3,0.7,1.4,0.5,0.4,0.1,0.3,1,0.25892834024255335
39,10.4,66.2,0.0,0.0,0.5,90.0,0.6,1.9,0.0,0.2,0.4,0.3,1,0.25961513498544714
71,10.1,39.6,0.1,21.9,0.6,83.7,0.1,0.9,1.7,0.5,0.1,0.7,1,0.3168313694738917
57,9.4,46.3,0.0,28.6,0.8,66.7,0.5,0.8,0.3,0.4,0.2,0.3,0,0.351063456315472
44,9.2,35.4,0.3,35.7,0.6,71.1,0.3,0.7,0.4,0.2,0.2,0.4,0,0.3260866020797804
43,8.3,35.6,0.1,21.1,0.8,74.5,0.3,0.9,0.3,0.2,0.2,0.3,1,0.31325263463537995
43,8.3,35.6,0.1,21.1,0.8,74.5,0.3,0.9,0.3,0.2,0.2,0.3,1,0.31325263463537995
51,7.5,37.1,0.0,40.0,0.5,72.2,0.4,0.9,0.4,0.1,0.3,0.5,1,0.35999952000064006
12,6.3,30.0,0.1,16.7,0.6,58.3,0.2,0.5,1.2,0.3,0.2,0.9,0,0.2698408415224738
18,6.2,37.2,0.5,32.1,0.2,60.0,0.3,0.8,0.0,0.1,0.1,0.3,0,0.3870961498449196
53,30.0,50.8,0.0,16.7,2.5,68.6,2.3,4.7,1.2,0.4,1.1,2.3,0,0.5833331388889537
25,5.2,39.6,0.2,31.3,0.4,84.6,0.3,0.4,0.5,0.3,0.1,0.6,0,0.4423068417176121
82,38.0,43.8,1.8,38.4,3.0,87.9,0.7,3.1,3.2,1.1,0.2,2.8,1,0.48684197714684807
81,37.0,47.5,0.2,22.2,2.4,78.8,1.2,2.7,6.3,0.8,0.2,2.5,1,0.4540539313367753
78,34.3,45.6,1.7,38.9,3.8,85.4,0.6,2.0,2.8,1.0,0.5,2.1,1,0.4693876182543387
82,32.5,39.8,0.4,27.1,4.3,81.5,2.2,2.7,5.3,1.3,0.2,3.3,1,0.4707690859172043
82,32.0,42.0,1.4,36.7,1.8,76.7,0.5,2.3,4.9,1.9,0.1,2.0,1,0.3124999023437805
82,30.5,53.1,0.0,0.0,2.1,79.3,2.7,5.4,1.0,0.5,1.8,1.8,1,0.4262293684493874
82,28.1,49.7,0.0,0.0,2.4,69.2,2.9,4.5,1.1,0.6,0.7,1.8,1,0.3950176530186288
72,26.5,43.0,1.5,43.9,2.9,89.3,0.2,1.6,3.5,0.6,0.0,1.6,1,0.4452828508366601
78,28.6,42.2,0.4,27.6,1.0,68.4,1.0,4.1,1.5,0.9,0.3,1.2,0,0.22377614553281625
81,25.3,45.9,0.0,10.5,3.3,78.9,3.4,5.7,1.0,0.4,0.6,1.5,1,0.4387350044525674
77,25.2,45.0,1.1,40.4,1.0,83.0,0.2,2.1,1.2,1.0,0.2,0.9,1,0.3333332010582536
81,24.8,47.2,0.4,40.7,2.3,77.2,1.4,4.1,1.0,0.5,0.5,1.5,1,0.5604836449662722
75,24.0,42.3,1.0,37.3,0.6,69.7,0.5,2.7,0.9,0.5,0.5,1.0,1,0.3374998593750586
67,22.6,47.8,1.3,46.7,1.2,87.0,1.2,1.8,1.2,0.5,0.2,0.8,1,0.4469024571228066
61,21.5,56.4,0.0,0.0,2.4,63.7,2.8,4.2,0.5,0.4,1.1,1.4,0,0.41395329583567636
56,20.8,45.9,0.6,34.4,0.7,70.7,0.6,1.8,1.8,0.8,0.5,1.2,0,0.25480756980405295
66,19.9,39.3,1.0,36.5,1.5,84.5,1.6,3.1,0.8,0.7,0.3,0.9,1,0.3718591096185379
76,19.3,43.8,0.0,0.0,0.5,66.7,1.4,3.1,0.6,0.7,0.7,0.6,1,0.2901552900749792
77,16.5,40.3,0.3,32.9,1.5,78.1,0.4,1.7,1.8,0.6,0.3,1.0,1,0.3454543360882812
79,16.0,50.2,0.0,25.0,1.3,77.3,1.6,2.2,0.4,0.3,0.7,0.6,1,0.481249699218938
75,15.2,49.4,0.0,0.0,1.4,66.0,1.6,2.3,0.3,0.4,1.0,0.8,1,0.42763129761098845
51,15.1,41.2,0.3,32.5,1.1,69.1,0.4,1.3,2.1,0.7,0.0,1.4,0,0.37748319371973926
53,14.5,63.3,0.0,0.0,0.8,38.5,1.4,3.1,0.2,0.2,1.1,0.8,1,0.29655151961964166
70,14.4,47.1,0.0,0.0,1.4,66.7,1.6,1.8,0.7,0.3,1.1,0.8,1,0.49305521315610196
68,13.7,39.2,0.7,34.6,0.5,79.1,0.2,0.6,1.7,0.3,0.0,0.9,0,0.3868610314882982
80,28.2,41.0,1.6,35.1,1.8,73.7,0.6,2.8,3.3,1.2,0.2,2.5,0,0.4680849403954112
44,13.3,46.0,0.1,25.0,1.2,82.3,0.3,0.8,1.2,0.3,0.2,0.7,1,0.36842077562347697
53,12.4,36.5,0.1,25.9,1.6,80.6,0.2,0.9,1.5,0.3,0.0,1.1,1,0.3467739138920049
59,12.1,41.6,0.3,34.8,1.0,69.9,0.7,1.2,0.7,0.3,0.5,0.9,1,0.388429431050057
60,9.3,40.6,0.4,39.4,0.3,64.0,0.2,0.6,2.0,0.5,0.0,1.1,1,0.3010749450807042
48,11.8,50.8,0.0,0.0,0.8,70.6,1.0,1.8,0.4,0.3,0.7,0.5,1,0.39830474719936676
40,11.1,38.9,0.4,39.5,1.0,80.0,0.8,1.2,0.5,0.3,0.5,0.4,0,0.3513510348188876
19,10.9,29.2,0.5,22.0,0.3,50.0,0.6,1.5,0.9,0.3,0.1,0.4,1,0.24770619476495895
76,27.7,42.3,1.3,34.3,2.8,84.0,0.4,2.1,2.6,0.6,0.3,2.1,0,0.4981947659946694
60,10.2,51.8,0.0,0.0,0.8,69.1,0.9,1.1,0.1,0.2,0.7,0.5,1,0.30392127066542096
51,8.4,43.0,0.0,0.0,0.5,68.6,0.6,1.1,0.2,0.2,0.1,0.3,0,0.22619020691642033
37,8.2,36.5,0.3,40.0,0.5,85.7,0.3,0.7,0.8,0.3,0.0,0.6,0,0.292682569899305
80,34.6,43.0,0.7,28.8,4.9,87.3,0.9,3.5,2.4,1.0,0.9,2.9,1,0.5867050327442102
80,28.2,42.7,0.3,27.6,2.2,74.4,1.3,3.5,1.5,0.6,0.6,2.0,1,0.37234029349634984
78,27.8,48.5,0.5,32.8,0.8,74.1,1.2,5.0,1.2,1.0,1.4,0.7,1,0.3057552856995375
79,27.3,42.9,0.5,33.1,2.7,74.3,1.2,3.3,1.2,0.6,0.5,1.6,0,0.4652012947980605
53,26.1,42.8,0.6,33.0,1.7,73.2,0.4,2.2,4.2,0.8,0.0,1.7,1,0.36015311871528016
73,23.1,37.5,0.9,30.7,1.1,78.4,0.8,3.4,1.6,0.8,0.2,1.6,0,0.35064919885316065
59,24.4,38.1,1.3,33.2,0.8,82.5,0.3,2.7,1.3,0.4,0.1,1.1,1,0.3606555898952501
79,22.8,37.4,0.1,19.4,1.1,80.0,1.0,2.7,1.4,1.0,0.3,1.1,1,0.254385853339538
74,21.0,53.9,0.1,31.6,1.0,73.8,1.6,2.6,0.8,1.0,0.1,0.9,1,0.3904760045352359
74,20.7,48.2,0.0,0.0,1.8,69.1,2.4,3.3,1.1,0.9,0.9,1.2,1,0.3188404256809538
35,19.6,43.8,0.3,30.0,1.0,63.0,1.1,2.5,0.9,0.4,0.5,0.8,1,0.37244878956694405
57,19.0,40.1,0.1,18.8,2.2,81.4,0.6,1.7,2.8,0.9,0.1,1.4,1,0.399999789473795
73,19.0,46.8,0.1,22.0,1.2,73.7,1.7,2.3,1.1,0.8,0.1,0.7,1,0.30526299723000144
73,17.5,53.8,0.0,0.0,1.1,60.9,1.6,2.8,0.4,0.4,1.4,1.0,0,0.3199998171429616
60,22.8,49.8,0.1,21.4,1.5,72.7,1.1,4.4,0.7,0.4,1.4,1.1,0,0.45175418782711063
42,16.9,61.6,0.0,0.0,1.7,66.1,2.3,2.6,0.5,0.4,0.2,0.6,1,0.4792896572250549
56,15.4,40.1,0.1,20.6,0.7,79.2,0.2,0.8,2.0,0.5,0.0,1.0,0,0.2727270956317561
75,15.4,43.9,0.5,40.0,1.3,81.5,0.3,1.2,0.8,0.5,0.1,1.3,1,0.48701267077099303
76,14.6,45.5,0.1,28.6,0.7,65.9,1.0,2.0,0.3,0.3,0.7,0.6,1,0.3082189669733103
69,13.6,48.4,0.0,0.0,1.4,66.0,1.4,1.6,0.4,0.5,0.3,0.9,1,0.3308821096455076
50,13.6,42.1,0.2,27.0,1.4,69.2,0.5,1.7,1.0,0.4,0.0,1.1,0,0.4117644031144095
71,13.1,45.9,0.1,19.0,0.5,65.5,1.0,2.3,0.6,0.2,0.6,0.8,1,0.35877835207759384
75,12.9,41.1,0.1,20.8,0.9,78.2,0.5,1.3,0.7,0.4,0.1,0.5,1,0.28682148308412164
51,11.9,41.3,0.7,33.0,0.8,85.7,0.3,0.8,1.7,0.3,0.1,0.9,1,0.4369744227105692
32,11.5,42.6,0.3,34.6,0.7,79.3,0.4,0.6,1.1,0.5,0.0,0.6,1,0.321738850661869
57,11.2,53.3,0.2,41.7,0.6,63.5,0.6,1.5,0.7,0.5,0.2,0.6,0,0.3482139748089511
52,10.7,47.1,0.0,0.0,0.3,59.3,1.0,1.6,0.3,0.2,0.2,0.5,0,0.17756992750474065
26,10.3,56.1,0.0,0.0,0.6,68.2,1.3,2.1,0.4,0.3,0.4,0.5,0,0.3980578659632369
61,10.0,50.5,0.0,0.0,0.9,56.6,1.1,1.6,0.7,0.3,0.3,0.9,1,0.42999957000043
70,9.9,37.9,0.0,16.7,0.2,43.8,0.8,1.2,0.6,0.3,0.4,0.6,1,0.13131299867373872
38,9.9,55.4,0.0,0.0,0.7,67.5,1.0,1.6,0.2,0.2,0.6,0.3,1,0.40403999591919604
38,8.5,40.8,0.0,0.0,0.5,64.3,0.6,1.1,0.3,0.2,0.4,0.5,0,0.37647014532924084
64,4.2,42.9,0.0,0.0,0.3,65.4,0.4,0.3,0.2,0.2,0.1,0.1,0,0.21428520408284743
14,3.1,26.1,0.2,23.1,0.0,0.0,0.0,0.4,0.1,0.0,0.2,0.3,0,0.35483756504011277
66,21.4,56.3,0.0,0.0,1.2,64.8,2.0,3.3,0.6,0.7,1.0,0.7,0,0.3271026508866118
57,35.4,45.6,1.0,37.7,3.5,83.8,1.0,3.4,4.0,1.2,0.2,2.0,1,0.474576137125385
78,29.8,37.6,1.1,33.7,1.5,71.0,0.7,2.3,2.1,0.4,0.1,1.7,0,0.3959730214855633
78,27.0,42.2,0.7,36.4,1.9,72.7,1.2,3.3,1.3,0.9,0.9,1.8,1,0.39999985185190673
78,23.5,41.8,0.1,20.7,1.5,64.7,0.9,2.8,3.8,1.6,0.1,1.8,1,0.27234030964242145
82,22.9,43.4,0.8,36.8,2.0,85.4,0.6,2.1,2.8,0.7,0.3,1.9,1,0.44104784233718675
63,22.1,50.3,0.0,0.0,1.3,72.2,2.3,2.7,0.4,0.3,1.2,0.7,1,0.4072396347331969
48,20.1,45.7,0.3,28.3,1.6,79.6,0.6,1.4,0.9,1.1,0.0,1.0,0,0.38308438652518084
52,21.3,45.2,1.0,46.1,0.8,66.7,0.4,1.7,1.4,0.7,0.5,0.7,0,0.3098590094558641
82,18.7,53.1,0.0,0.0,1.4,62.4,1.8,3.3,0.6,0.6,0.2,0.9,1,0.3957217135178003
81,18.7,45.5,0.0,50.0,1.4,76.4,1.6,3.8,0.5,0.6,0.5,1.2,1,0.29411748977674346
82,18.0,52.5,0.0,33.3,1.7,67.3,2.2,2.9,0.8,0.8,0.9,1.1,1,0.37777756790135114
67,17.4,46.4,0.4,34.7,0.8,60.9,0.6,1.3,0.4,0.6,0.3,0.6,1,0.3793101268332605
79,16.6,39.5,0.6,28.2,0.9,84.7,0.4,1.7,3.3,0.4,0.0,1.8,0,0.4096383074468027
79,16.6,39.5,0.6,28.2,0.9,84.7,0.4,1.7,3.3,0.4,0.0,1.8,0,0.4096383074468027
60,16.5,42.4,0.9,41.9,0.5,71.8,0.5,1.1,1.2,0.4,0.1,0.7,1,0.2787877098256304
68,15.6,50.5,0.1,18.5,0.8,56.7,1.4,2.9,0.6,0.8,0.7,0.7,1,0.3141023627548957
29,21.2,45.7,0.1,28.6,1.3,71.2,1.3,4.0,1.5,1.3,0.6,0.9,0,0.2735847766109544
72,15.1,42.2,0.6,32.8,0.4,71.1,0.3,1.3,1.9,0.6,0.1,1.0,1,0.2913905355029567
47,15.1,38.6,1.0,41.4,0.9,76.4,0.4,1.1,0.9,0.4,0.1,0.9,0,0.410595754572348
52,14.9,38.2,0.3,27.7,0.9,58.5,0.5,1.5,1.6,0.6,0.1,1.1,0,0.30201322012535564
42,14.8,41.0,0.9,38.8,1.3,90.0,0.2,1.0,0.9,0.3,0.0,0.5,1,0.40540513148301927
72,13.4,47.5,0.0,0.0,1.5,60.6,1.2,2.5,0.6,0.6,1.1,1.3,1,0.38805941189596127
59,12.8,53.8,0.0,0.0,1.3,66.1,0.8,2.2,0.3,0.4,0.6,0.8,0,0.34374973144552234
43,12.4,41.7,0.0,0.0,0.4,48.5,1.0,1.5,0.3,0.2,0.5,0.5,0,0.23387077913646842
81,21.1,41.0,0.8,33.7,1.3,73.0,0.9,3.3,1.2,0.5,0.5,0.7,0,0.3554500685070765
46,12.1,46.9,0.4,36.5,0.2,55.0,0.7,1.1,0.5,0.1,0.2,0.5,1,0.3223137832117494
56,12.1,52.8,0.0,0.0,1.0,67.5,0.7,0.7,0.4,0.7,0.1,0.4,1,0.38016497507026853
68,11.6,36.7,0.3,32.1,0.5,86.0,0.6,1.2,1.0,0.4,0.1,0.6,0,0.23275842003584482
58,11.5,50.8,0.0,0.0,1.0,78.7,0.8,1.5,0.2,0.2,0.7,0.4,1,0.2869562722119372
63,11.4,44.6,0.0,0.0,1.7,73.6,1.5,1.9,0.2,0.2,0.3,0.8,1,0.3684207294555005
56,11.3,54.4,0.0,0.0,0.7,59.7,1.0,1.6,0.2,0.2,0.5,0.6,1,0.2743360404105837
61,11.0,57.9,0.0,0.0,0.9,54.4,1.0,1.8,0.2,0.2,0.3,0.5,0,0.3818178347110594
41,10.5,43.3,0.4,34.6,0.7,84.4,0.0,0.6,1.3,0.4,0.0,0.4,0,0.39047581859445846
42,9.7,36.6,0.5,35.1,0.6,67.6,0.1,0.6,1.5,0.4,0.0,0.5,1,0.35051510256174995
29,20.7,31.0,0.7,28.6,0.6,85.0,0.3,2.1,0.7,0.5,0.2,0.5,0,0.19323662162482047
42,8.5,38.1,0.3,24.0,0.3,73.3,0.3,0.6,0.4,0.4,0.1,0.4,0,0.32941137716308566
61,8.1,55.6,0.0,0.0,0.4,66.7,0.6,0.7,0.2,0.3,0.1,0.4,0,0.3580242493527786
44,7.6,46.2,0.0,11.1,0.5,56.1,0.5,0.8,0.4,0.3,0.0,0.4,1,0.3289469355961374
44,7.6,46.2,0.0,11.1,0.5,56.1,0.5,0.8,0.4,0.3,0.0,0.4,0,0.3289469355961374
38,7.1,56.8,0.0,0.0,0.2,60.0,0.7,1.3,0.1,0.2,0.1,0.8,0,0.3380276929187424
35,5.5,36.0,0.4,33.3,0.1,100.0,0.1,0.6,0.2,0.1,0.0,0.1,1,0.27272677686040575
78,36.0,43.0,0.6,28.2,5.1,84.7,0.8,4.3,7.8,2.2,0.1,2.4,1,0.44722209799386164
80,30.1,39.1,1.2,35.8,2.0,72.5,1.0,2.4,5.6,1.3,0.1,2.3,1,0.39534870586421733
81,29.1,46.3,0.9,32.7,1.4,70.6,2.2,4.2,1.1,0.7,0.8,1.2,1,0.4467352416717382
80,28.9,40.3,1.4,36.1,1.1,69.9,0.4,2.9,2.7,1.1,0.1,1.5,1,0.30449816453350714
80,28.8,42.1,1.1,41.6,1.2,70.4,0.4,2.0,4.5,0.8,0.2,1.8,1,0.3749998697917119
63,20.1,52.7,0.0,10.0,0.5,68.1,1.6,3.3,0.7,0.9,0.4,0.7,0,0.2736317046608434
79,24.7,44.3,0.2,24.5,2.4,74.7,1.5,3.3,0.8,0.6,0.3,1.1,1,0.3441294153322205
65,24.2,47.7,0.0,33.3,2.9,82.5,2.1,3.6,0.8,0.5,0.7,1.5,1,0.5082642527833666
78,22.6,46.2,0.4,32.3,1.5,77.7,1.7,3.2,1.2,0.7,0.8,1.0,1,0.3318582602397078
61,22.6,48.7,0.0,33.3,1.8,75.2,1.7,3.2,1.0,0.6,0.1,0.9,1,0.3362830370429039
72,21.4,40.7,0.8,39.7,2.1,75.2,0.8,1.5,2.0,0.8,0.0,1.6,1,0.4345792361779271
61,20.3,41.5,1.3,38.0,1.6,90.0,0.2,1.7,1.2,0.4,0.1,1.3,0,0.4778322769299128
79,20.2,44.2,0.3,26.3,1.6,80.0,0.2,1.8,2.8,0.5,0.0,1.3,1,0.3316830041173247
81,19.8,47.0,0.4,34.8,0.3,63.4,0.5,2.6,4.5,1.2,0.1,1.7,0,0.30808065248451894
80,19.8,47.8,0.4,33.3,1.4,81.2,0.7,2.3,0.8,0.5,0.2,1.1,1,0.3383836674829962
49,18.1,41.5,0.6,34.1,0.9,71.2,0.4,1.7,1.6,0.7,0.2,1.2,1,0.3756904001710496
61,17.5,39.9,1.1,35.7,1.0,85.9,0.5,1.7,0.6,0.3,0.2,0.7,1,0.3771426416327762
79,17.2,45.0,0.8,37.2,1.0,73.6,0.4,1.4,0.8,0.6,0.3,1.1,0,0.45930205854531486
67,16.9,59.6,0.0,0.0,1.1,57.7,1.6,2.9,0.6,0.5,0.3,0.8,1,0.30177496936392345
67,16.9,59.6,0.0,0.0,1.1,57.7,1.6,2.9,0.6,0.5,0.3,0.8,0,0.30177496936392345
36,15.7,41.4,0.7,41.4,0.9,80.5,0.6,1.3,0.9,0.3,0.1,0.9,1,0.36942651628884315
80,15.4,39.5,0.1,22.5,0.6,66.2,0.5,1.4,1.6,1.0,0.1,1.4,0,0.20779207286229037
69,14.9,52.4,0.0,0.0,2.0,81.0,1.4,1.9,0.4,0.2,0.4,1.1,1,0.46979834241721985
66,14.7,38.0,0.3,28.2,0.5,78.3,0.3,0.9,1.3,0.6,0.1,0.9,0,0.25850322550800986
18,13.3,33.7,0.4,26.9,0.9,73.9,0.4,1.3,1.8,0.4,0.3,0.8,0,0.35338319294496773
59,12.8,51.0,0.2,50.0,0.7,78.0,1.1,2.3,0.5,0.3,0.4,0.5,1,0.26562479248063087
37,11.6,45.7,0.0,0.0,1.0,80.0,0.8,1.4,0.2,0.2,0.1,0.6,1,0.25862046670649425
68,10.6,44.3,0.0,0.0,1.1,66.1,0.6,1.5,0.4,0.2,0.3,0.8,1,0.3867920879319925
43,9.6,48.3,0.0,0.0,0.7,88.2,0.9,1.2,0.2,0.3,0.0,0.6,0,0.3541662977434399
39,9.5,35.8,0.0,6.7,0.3,50.0,0.2,0.6,0.3,0.1,0.1,0.5,1,0.1894734847647529
51,9.1,39.0,0.1,23.5,0.6,69.8,0.3,0.7,0.9,0.6,0.1,0.7,0,0.29670297065607626
23,8.8,36.8,0.2,25.0,0.8,75.0,0.8,0.9,0.7,0.3,0.1,0.4,1,0.3863631973145485
32,22.9,46.2,0.9,44.1,0.9,85.7,0.4,2.1,3.6,1.0,0.1,1.5,0,0.36244525657412385
39,8.7,25.0,0.3,18.5,0.4,94.1,0.1,0.6,1.2,0.7,0.1,0.6,0,0.2068963139122829
57,8.5,45.4,0.0,0.0,0.8,60.6,1.0,1.4,0.3,0.3,0.2,0.4,1,0.2705879169553918
46,7.3,40.2,0.0,0.0,0.2,29.6,0.7,1.0,0.2,0.1,0.5,0.4,1,0.21917778194824394
33,5.5,45.5,0.0,0.0,0.3,47.8,0.8,0.7,0.2,0.2,0.1,0.1,0,0.27272677686040575
73,35.6,44.7,0.0,0.0,2.9,60.9,3.8,7.1,0.9,0.8,1.7,1.7,1,0.42415718422550996
82,32.8,49.3,0.6,33.1,1.9,74.3,1.1,4.6,3.0,1.7,0.6,1.7,1,0.2743901602469024
82,32.6,52.0,0.0,0.0,3.4,67.1,3.5,6.5,0.9,0.9,1.7,2.0,1,0.3680980465956912
80,29.7,47.0,0.2,23.2,2.4,82.3,2.4,3.6,1.9,0.9,0.4,1.3,1,0.3400672255665907
74,27.7,45.5,0.1,17.4,2.2,68.8,2.0,4.2,1.7,0.8,1.9,1.8,1,0.35018037899625304
82,26.5,35.2,1.1,35.5,0.6,73.1,0.3,2.3,4.9,1.0,0.0,1.4,1,0.22264142541833004
76,24.5,39.4,1.1,28.8,1.5,68.9,0.5,1.5,1.9,0.7,0.1,1.4,1,0.42040799167020754
78,21.3,43.2,0.0,25.0,0.9,67.3,0.8,1.9,1.4,0.7,0.3,0.7,1,0.23943650730680405
79,20.4,45.5,0.6,31.2,0.9,68.2,0.7,1.8,3.0,1.0,0.0,1.5,1,0.4264703791811867
62,17.8,42.7,0.3,30.8,0.8,72.7,2.0,3.5,0.8,0.4,0.3,0.9,0,0.39325820603471573
68,19.6,39.3,0.3,24.6,1.5,78.9,0.1,1.4,3.3,0.5,0.1,1.8,1,0.346938598500715
23,19.2,29.1,0.6,25.9,0.2,62.5,0.7,2.0,0.9,0.6,0.1,0.7,0,0.20833322482644542
82,18.9,53.3,0.5,42.4,0.7,78.9,1.3,2.2,0.6,0.5,0.2,0.5,1,0.38095217939038134
43,17.7,57.6,0.0,0.0,1.2,57.1,1.1,2.0,0.3,0.4,1.3,1.2,0,0.3446325736539132
80,17.3,44.2,0.0,23.1,1.5,69.5,1.1,1.9,1.1,0.9,0.2,0.9,1,0.3410402652946444
82,17.0,53.7,0.0,0.0,1.0,70.3,1.9,2.7,0.4,0.4,0.6,0.8,1,0.32941157093437
77,16.4,47.5,0.2,38.7,1.5,73.7,1.1,1.8,0.8,1.0,0.3,1.0,1,0.3902436644855705
76,15.4,42.9,0.6,33.6,1.0,75.7,0.4,1.0,2.2,1.0,0.3,1.1,1,0.3701296297859547
46,15.3,41.2,0.0,0.0,1.0,64.0,1.4,2.4,0.9,0.5,0.4,1.4,0,0.3006533982657527
71,14.8,52.8,0.0,0.0,1.2,63.0,1.7,2.7,0.3,0.3,0.8,0.9,1,0.45270239682270486
25,14.2,36.2,0.7,30.4,0.3,77.8,0.3,1.2,0.7,0.6,0.0,0.4,0,0.26056319678648115
68,13.3,37.2,0.4,35.3,0.9,66.7,0.7,1.0,0.5,0.4,0.3,0.8,0,0.3759395669627316
